"hero_id","hero_name","passive_en","passive_ja","ss_en","ss_ja","extra_en_1","extra_ja_1","extra_en_2","extra_ja_2"
"kalevala_vainamoinen","Väinämöinen","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Deals 270% damage to the target and nearby enemies.
・Damage is increased by -98.4% per each [##elementred]Fire[#] shield on the board, up to -98.4% damage per hit.
・All enemies get -130% accuracy for 3 turns.","・ターゲットと近くにいる敵に270%のダメージを与える。
・ボード上にある[##elementred]炎属性[#]の盾1つごとに与ダメージが-98.4%増加する。与ダメージは攻撃1発ごとに最大-98.4%まで上昇する。
・3ターンの間、敵全員の命中率が-130%になる。","Chance to miss also applies to offensive Special Skills.","特殊スキルが不発に終わる可能性は、攻撃系の特殊スキルに対しても適用される。","",""
"kalevala_kullervo","Kullervo","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Deals 100% damage to hit targets.
・All enemies automatically cast [#!]Mindless Attack[#] on a random ally when mana is full at the start of a turn during 3 turns.
・[#!]Growth:[#] All allies get -98.4 attack.","・攻撃したターゲットに100%のダメージを与える。
・3ターンの間、マナが満タンの場合に限り、敵全員が自動的に[#!]マインドレスアタック[#]をランダムな仲間に放つ。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。","This effect targets the same enemy as the first hit if there are no other valid targets.","有効な他のターゲットがいない場合、最初の攻撃を受けた敵をもう一度攻撃する。","",""
"kalevala_aino","Aino","・Cleanses status ailments from all allies.

--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","・仲間全員のステータス異常を浄化する。

--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Cleanses status ailments from all allies.
・Recovers 40% health for all allies.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies get -24% mana generation for 4 turns.","・仲間全員のステータス異常を浄化する。
・仲間全員のライフを40%回復する。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・4ターンの間、敵全員のマナ生成が-24%になる。","The target receives Spreading Corrosive Poison for 4 turns. The Spreading Corrosive Poison deals 76 Poison damage and lowers the target's mana generation by -2% each turn. Deals extra damage against heroes with Minions or a Mega Minion. This effect spreads to nearby enemies.","4ターンの間、ターゲットに拡散性の腐食性毒を与える。拡散性の腐食性毒はターン毎に76の毒ダメージを与え、ターゲットのマナ生成が-2%減少する。ミニオンまたはメガミニオンを所有する英雄には追加ダメージを付与する。この効果は近くにいる敵にも波及する。","",""
"kalevala_iku_turso","Iku-Turso","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Deals 280% damage to the target and nearby enemies.
・Damage is increased by -98.4% per each [##elementred]Fire[#] shield on the board, up to -98.4% damage per hit.
・The target and nearby enemies receive 243 Water damage over 3 turns.
・The caster steals 51% of any healing applied to the target and nearby enemies for 3 turns.","・ターゲットと近くにいる敵に280%のダメージを与える。
・ボード上にある[##elementred]炎属性[#]の盾1つごとに与ダメージが-98.4%増加する。与ダメージは攻撃1発ごとに最大-98.4%まで上昇する。
・3ターンの間、ターゲットと近くにいる敵に243の水ダメージを与える。
・3ターンの間、術者が、ターゲットと近くにいる敵に適用されたあらゆる種類の回復の51%を盗む。","If a Magma Cube is replaced by a new Magma Cube, it explodes. This can happen up to 2 times per cast.","マグマキューブが新たなマグマキューブに置き換えられると爆発する。この効果は発動ごとに最大2回まで発生する。","",""
"kalevala_mielikki","Mielikki","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Damage is increased by -98.4% per each [##elementred]Fire[#] shield on the board, up to -98.4% damage per hit.
・All enemies get -24% attack for 4 turns.
・Summons a Sprite of the Forest Minion for all allies with 15% HP and 3% attack inherited from the caster.
・When summoned, the Sprite of the Forest Minion gives 5% mana generation for its owner for as long as the owner has Sprite of the Forest Minions. This effect can't be dispelled.
・When summoned, the Sprite of the Forest Minion gives 5% mana generation for its owner for as long as the owner has Sprite of the Forest Minions. This effect can't be dispelled.","・ボード上にある[##elementred]炎属性[#]の盾1つごとに与ダメージが-98.4%増加する。与ダメージは攻撃1発ごとに最大-98.4%まで上昇する。
・4ターンの間、敵全員の攻撃力が-24%になる。
・術者のHPの15%と攻撃力の3%を持つ、森の妖精ミニオンを仲間全員分サモンする。
・森の妖精ミニオンがサモンされた場合は、所有者が森の妖精ミニオンを所有する限り、自らの所有者に5%のマナ生成を与える。この効果は解除できない。
・森の妖精ミニオンがサモンされた場合は、所有者が森の妖精ミニオンを所有する限り、自らの所有者に5%のマナ生成を与える。この効果は解除できない。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 76% attack status ailment for -2 turns.

・Defense buffs are transformed into -2% defense status ailment for -2 turns.

・Mana generation buffs are transformed into -2% mana generation status ailment for -2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・-2ターンの間、攻撃力バフが76%の攻撃力異常に変化する。 

・-2ターンの間、防御力バフが-2%の防御力異常に変化する。 

・-2ターンの間、マナ生成バフが-2%のマナ生成ステータス異常に変化する。","Ignores heal steal, healing modifiers and Fiends.","回復量奪取、回復量変更、フィエンドの付与を無効化する。"
"kalevala_lemminkainen","Lemminkäinen","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Deals 285% damage to the target and minor damage to nearby enemies.
・Boosts the caster's and nearby allies' health by -98.4% of damage dealt to each enemy.
[*] For each hit [##elementblue]Ice[#] enemy, the boosted health is -98.4% of damage dealt to them.
・The target and nearby enemies receive 200 Burn damage over 4 turns. This effect can't be cleansed.","・ターゲットに285%ダメージ、近くにいる敵に小ダメージを与える。
・術者と近くにいる仲間のライフを、個々の敵に与えたダメージの-98.4%ブーストする。
[*] [##elementblue]氷属性[#]の敵に攻撃を当てるたびに、ブーストされるライフは、その敵に与えたダメージの-98.4%になる。
・4ターンの間、ターゲットと近くにいる敵に200の燃焼ダメージを与える。この効果は浄化できない。","All enemies receive Corrosive Burn for 4 turns. The Corrosive Burn deals 0.3 Burn damage and lowers the target's defense by 0.3% each turn. Deals extra damage against heroes with Minions or a Mega Minion.","4ターンの間、敵全員に腐食性燃焼を与える。腐食性燃焼は、ターン毎に0.3の燃焼ダメージを与え、ターゲットの防御力が0.3%ずつ減少する。ミニオンまたはメガミニオンを所有する英雄には追加ダメージを付与する。","",""
"kalevala_joukahainen","Joukahainen","・Dispels buffs from all enemies.

--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","・敵全員のバフを解除する。

--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Dispels buffs from all enemies.
・Deals 165% damage to all enemies.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies are immune to new status effect buffs for 4 turns.","・敵全員のバフを解除する。
・敵全員に165%のダメージを与える。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・4ターンの間、敵に新しく追加されるステータス効果を付与するバフを無効化する。","","","",""
"styx_hypnos","Hypnos","--- Passives ---

- Weaker Minions -
Enemy [#!]Minions[#] have [#!]-150%[#] HP.

- Resist Status Ailments -
This character has innate resistance against [#!]Burn[#].","--- Passives ---

- ミニオン弱体化 -
敵の[#!]ミニオン[#]のHPが[#!]-150%[#]になる。

- ステータス異常に抵抗 -
このキャラクターは[#!]燃焼[#]に対する耐性を最初から持つ","・Special Skill has a different effect when charged with 100%/200%/300% mana:","・マナチャージが100%/200%/300%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:","","","",""
"styx_nyx","Nyx","--- Passives ---

- Weaker Minions -
Enemy [#!]Minions[#] have [#!]-150%[#] HP.

- Resist Status Ailments -
This character has innate resistance against [#!]Burn[#].","--- Passives ---

- ミニオン弱体化 -
敵の[#!]ミニオン[#]のHPが[#!]-150%[#]になる。

- ステータス異常に抵抗 -
このキャラクターは[#!]燃焼[#]に対する耐性を最初から持つ","・Special Skill has a different effect when charged with 100%/200%/300% mana:","・マナチャージが100%/200%/300%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:","","","",""
"kalevala_para","Para","--- Passives ---

- Power of Sisu -
When this character starts a turn with low health for the first time during a battle, they recover [#!]15%[#] health and receive [#!]8%[#] mana.","--- Passives ---

- 忍耐の力 -
このキャラクターがバトル中にライフが低い状態で初めてターンを開始した場合、このキャラクターのライフが[#!]15%[#]回復し、マナが[#!]8%[#]増加する。","・Recovers 32% health for all allies.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies get -24% attack for 4 turns.","・仲間全員のライフを32%回復する。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・4ターンの間、敵全員の攻撃力が-24%になる。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 76% attack status ailment for -2 turns.

・Defense buffs are transformed into -2% defense status ailment for -2 turns.

・Mana generation buffs are transformed into -2% mana generation status ailment for -2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・-2ターンの間、攻撃力バフが76%の攻撃力異常に変化する。 

・-2ターンの間、防御力バフが-2%の防御力異常に変化する。 

・-2ターンの間、マナ生成バフが-2%のマナ生成ステータス異常に変化する。","",""
"bard_phenexa","Phenexa","--- Passives ---

- Revival Chance Reduction -
The chance of revival is reduced for all enemies in the battle. The chance is [#!]-80%[#] of the original value.","--- Passives ---

- 復活確率の減少 -
バトル中の敵全員の復活確率を減少させる。確率は元の値の[#!]-80%[#]になる。","・Recovers 42% health for all allies.
・The duration of buffs is reset for all allies.
・All allies get -84% critical chance for 4 turns.
・All allies get 50% attack for 4 turns.","・仲間全員のライフを42%回復する。
・仲間全員のバフの持続時間がリセットされる。
・4ターンの間、仲間全員のクリティカル攻撃を与える確率が-84%になる。
・4ターンの間、仲間全員の攻撃力が50%になる。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 150% attack status ailment for 2 turns.

・Defense buffs are transformed into 2% defense status ailment for 2 turns.

・Mana generation buffs are transformed into 2% mana generation status ailment for 2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・2ターンの間、攻撃力バフが150%の攻撃力異常に変化する。 

・2ターンの間、防御力バフが2%の防御力異常に変化する。 

・2ターンの間、マナ生成バフが2%のマナ生成ステータス異常に変化する。","",""
"bard_rhys","Rhys","--- Passives ---

- Reduce Mana gain from Special Skills -
[#!]-80%[#] mana generation.","--- Passives ---

- 特殊スキルによるマナ獲得量減少 -
マナ生成が[#!]-80%[#]になる。","・Boosts health of all allies by 320. Boosted health can exceed max HP.
・Cleanses status ailments from all allies.
・Alters the power of all [##elementyellow]Holy[#] shields on the board. When an attacking Hero casts the special, the shields become enhanced and give 64% more mana. When a defending Hero casts the special, the shields become weakened and give 64% less mana.
・All allies get 34% attack, and a further 34% increase per each [##elementyellow]Holy[#] shield on the board for 3 turns, up to 34% attack.","・仲間全員のHPを320回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・仲間全員のステータス異常を浄化する。
・ボード上にあるすべての[##elementyellow]聖属性[#]の盾を変容する。攻撃側の英雄が特殊スキルを使用すると、盾が強化され、マナが64%になる。防衛側の英雄が特殊スキルを使用すると、盾が弱体化され、マナが64%になる。
・3ターンの間、仲間全員の攻撃力が34%になる。さらに、ボード上の[##elementyellow]聖属性[#]の盾の数に応じて34%増加する。攻撃力は最大で34%まで増加する。","","","",""
"bard_winifred","Winifred","--- Passives ---

- Defense Ailment Reduction -
Reduces the effect of defense ailments by [#!]20%[#]. The effect applies to this character and all its allies in the battle.","--- Passives ---

- 防御力異常の軽減 -
防御力異常が[#!]20%[#]になる。この効果はバトル中、このキャラクターと仲間全員に適用される。","・The damage and the amount of enemies targeted will increase based on ally attack buffs:
[*]If at least -2 allies currently on the battlefield have attack buffs, the damage will increase to 46% and it will affect nearby enemies.
・All allies get -54% attack for 5 turns.
・All enemies are immune to new status effect buffs for 5 turns.","・仲間の攻撃バフに応じて、敵に与えるダメージと攻撃対象になる敵の数が増加する。
[*]戦場にいる仲間のうち最低-2人が攻撃バフを受けている場合、ダメージが46%増加し、ターゲットの近くにいる敵にもダメージを与える。
・5ターンの間、仲間全員の攻撃力が-54%になる。
・5ターンの間、敵に新しく追加されるステータス効果を付与するバフを無効化する。","Transform cannot be blocked by status effects, family effects or passives.

・ Only buffs that are dispellable can be transformed.
・Transformed effects: 

・Attack buffs are transformed into 46% attack status ailment for -2 turns.

・Defense buffs are transformed into -2% defense status ailment for -2 turns.

・Mana generation buffs are transformed into -2% mana generation status ailment for -2 turns.","変化はステータス効果やファミリー効果、パッシブによって阻止されない。

・解除可能なバフのみが変化する。
・効果の変化：

・-2ターンの間、攻撃力バフが46%の攻撃力異常に変化する。 

・-2ターンの間、防御力バフが-2%の防御力異常に変化する。 

・-2ターンの間、マナ生成バフが-2%のマナ生成ステータス異常に変化する。","",""
