"hero_id","hero_name","passive_en","passive_ja","ss_en","ss_ja","extra_en_1","extra_ja_1","extra_en_2","extra_ja_2"
"lionman_barbarian_costume_armor","Azlar C","","","・Deals 205% damage to the target and nearby enemies.
・Deals 200% damage to enemies with more than 50% health remaining.
・The target and nearby enemies receive 718 Burn damage over 2 turns.","・ターゲットと近くにいる敵に205%のダメージを与える。
・敵の残りのライフが50%以上の場合、200%のダメージを与える。
・2ターンの間、ターゲットと近くにいる敵に718の燃焼ダメージを与える。","","","",""
"goblin_fighter_costume_evil","Carver C","","","・Deals 125% damage to all enemies.
・All enemies are immune to new status effect buffs for 3 turns. Attempted mana generation buffs will be replaced by -102% mana generation for -102 turns.","・敵全員に125%のダメージを与える。
・3ターンの間、敵全員が新たなステータス効果バフの影響を受けなくなる。マナ生成バフを発動しようとすると-102ターンの間、マナ生成が-102%になる。","","","",""
"forest_woodsman_warrior_costume_camouflage","Little John C","","","・Deals 185% damage to all enemies.
・The caster and nearby allies have from 24% to 70% chance to dodge Special Skills that deal damage. The higher the damage from the Special Skill is, the higher the chance there is to dodge it. Each dodge gives 24% mana to the target. The effect lasts for 4 turns.","・敵全員に185%のダメージを与える。
・術者と近くにいる仲間が攻撃系の特殊スキルを回避する確率が、24%から70%になる。特殊スキルよって与えられるダメージが大きいほど、回避の確率も高くなる。回避に成功するたびに、対象者のマナが24%になる。この効果は、4ターン続く。","","","",""
"forest_male_elf_costume_dark","Elkanen C","","","・Deals 280% damage to the target and nearby enemies.
・The caster steals 61% of any healing applied to the target and nearby enemies for 3 turns.","・ターゲットと近くにいる敵に280%のダメージを与える。
・3ターンの間、術者が、ターゲットと近くにいる敵に適用されたあらゆる種類の回復の61%を盗む。","","","",""
"forest_female_spirit_costume_autumn","Belith C","","","・All allies regenerate 720 HP over 3 turns. This effect can't be dispelled.
・All allies are immune to buff dispels and reallocations for 3 turns.","・仲間全員のHPが720回復(3ターン)。この効果は解除不可
・3ターンの間、仲間全員がバフ解除および再割り当てに耐性を持つ。","","","",""
"forest_female_elf_costume_mage","Kadilen C","","","・Deals 170% damage to all enemies.
・All allies get 45% chance to dodge Special Skills for 3 turns. Each dodge summons a Thorn Minion.","・敵全員に170%のダメージを与える。
・3ターンの間、仲間全員が45%の確率で特殊スキルを回避する。回避が成功するたびに、ソーンミニオンをサモンする。","","","",""
"nomad_female_captain_costume_pirate","Marjana C","","","・Deals 358% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get -54% defense against [#ff9f81]Fire[#] for 3 turns.
・All [#41d8fe]Ice[#] enemies get -34% attack for 3 turns.","・ターゲットに358%ダメージ、近くにいる敵に小ダメージを与える。
・3ターンの間、ターゲットと近くにいる敵の[#ff9f81]炎属性[#]への防御力が-54%になる。
・3ターンの間、すべての[#41d8fe]氷属性[#]の敵の攻撃力が-34%になる。","","","",""
"nomad_mage_costume_goggles","Jahangir C","","","・Deals 115% damage to all enemies.
・All enemies receive 172 Burn damage over 4 turns.","・敵全員に115%のダメージを与える。
・4ターンの間、敵全員に172の燃焼ダメージを与える。","","","",""
"oriental_warrior_king_costume_roman","Leonidas C","","","・Deals 390% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get -54% defense against [#f2e33a]Holy[#] for 4 turns.
・All [#e290ff]Dark[#] enemies get -34% attack for 4 turns.","・ターゲットに390%ダメージ、近くにいる敵に小ダメージを与える。
・4ターンの間、ターゲットと近くにいる敵の[#f2e33a]聖属性[#]に対する防御力が-54%になる。
・4ターンの間、すべての[#e290ff]闇属性[#]の敵の攻撃力が-34%になる。","","","",""
"orc_troopmaster_costume_merchant","Gormek C","","","・Deals 180% damage to all enemies.
・Destroys all Minions from all enemies and damages all Mega Minions.
・All allies recover 640 HP for each destroyed Minion.","・敵全員に180%のダメージを与える。
・敵全員のミニオンをすべて撃破し、全メガミニオンにダメージを与える。
・ミニオンを倒す毎に、仲間全員のHPが640回復する。","","","",""
"nordic_chained_werewolf_costume_raccoon","Graymane C","","","・Deals 235% damage to the target.
・The caster is immune to new status ailments for 3 turns.
・The caster gets 50% attack for 3 turns.","・ターゲットに235%のダメージを与える。
・3ターンに渡って、術者が新たなステータス異常を無効化する。
・3ターンの間、術者の攻撃力が50%になる。","","","",""
"nordic_ancestral_warrior_costume_corrupted","Grimm C","","","・Deals 295% damage to the target and minor damage to nearby enemies.
・The caster and nearby allies get 50% attack for 6 turns.","・ターゲットに295%ダメージ、近くにいる敵に小ダメージを与える。
・6ターンの間、術者と近くにいる仲間の攻撃力が50%になる。","","","",""
"oriental_female_guard_costume_soldier","Dawa C","","","・Deals 200% damage per each [##elementpurple]Dark[#] shield on the board to all enemies, up to 200% damage in total.","・ボード上に[##elementpurple]闇属性[#]の盾が出現する度に、敵全員に200%の追加ダメージを与える。付与ダメージの上限は合計200%まで。","","","",""
"nomad_female_assassin_costume_poison","Scarlett C","","","・Deals 185% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies receive 156 Poison damage over 3 turns.
・The caster and nearby allies get 30% attack for 3 turns.","・ターゲットに185%ダメージ、近くにいる敵に小ダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に156の毒ダメージを与える。
・3ターンの間、術者と近くにいる仲間の攻撃力が30%になる。","","","",""
"undead_captain_warrior_costume_prince","Cyprian C","","","・All allies counterattack with 60% of the damage received for 4 turns.","・4ターンの間、仲間全員が受けたダメージの60%で反撃する。","","","",""
"exalted_female_statue_costume_sungoddess","Justice C","","","・Deals 250% damage to all enemies.
・The damage is increased by 50% per each defeated ally.
・The caster gets 24% mana generation for 3 turns. This effect can't be dispelled.","・敵全員に250%のダメージを与える。
・倒れた仲間1人につき攻撃力が50%増加する。
・3ターンの間、術者のマナ生成が24%になる。この効果は解除できない。","","","",""
"undead_horned_skeleton_costume_fool","Oberon C","","","・All enemies receive 357 Poison damage over 3 turns. This effect can't be cleansed.","・敵全員に357の毒ダメージを与える(3ターン)。この効果は浄化不可。","","","",""
"oriental_panda_berserker_costume_farmer","Gan Ju C","","","・Deals 220% damage to the target.
・Reduces the mana of the target by -40%.","・ターゲットに220%のダメージを与える。
・ターゲットのマナが-40%減少する。","","","",""
"royal_knight_commander_costume_king","Thorne C","","","・Deals 540% damage to the target.
・The caster gets 24% mana generation for 3 turns. This effect can't be dispelled.","・ターゲットに540%のダメージを与える。
・3ターンの間、術者のマナ生成が24%になる。この効果は解除できない。","","","",""
"nordic_swordman_costume_climber","Valen C","","","・Deals 335% damage to the target.
・The caster gets 54% attack for 6 turns.","・ターゲットに335%のダメージを与える。
・6ターンの間、術者の攻撃力が54%になる。","","","",""
"oriental_panda_warrior_costume_armor","Hu Tao C","","","・Deals 160% damage to all enemies.
・All enemies get -130% accuracy for 4 turns.
・All enemies get 50% increase for any healing received for 4 turns.","・敵全員に160%のダメージを与える。
・4ターンの間、敵全員の命中率が-130%になる。
・4ターンの間、敵全員の回復量が50%になる。","","","",""
"undead_female_warrior_costume_princess","Sabina C","","","・Dispels buffs from all enemies.
・All allies regenerate 1120 HP over 3 turns. This effect can't be dispelled.
・All enemies are immune to new status effect buffs for 3 turns.","・敵全員のバフを解除する。
・仲間全員のHPが1120回復(3ターン)。この効果は解除不可
・3ターンの間、敵に新しく追加されるステータス効果を付与するバフを無効化する。","","","",""
"nomad_female_berserker_costume_shaman","Kelile C","","","・All enemies receive 346 Burn damage over 2 turns.","・2ターンの間、敵全員に346の燃焼ダメージを与える。","","","",""
"oriental_female_mage_costume_mender","Kailani C","","","・All allies become [#!]Soul Connected[#] for 5 turns. Soul Connected allies share received damage.
・All allies get 50% attack for 5 turns. This effect can't be dispelled.","・5ターンの間、仲間全員に[#!]ソウル・コネクト[#]が発動する。ソウル・コネクトによって魂が繋がった仲間同士は被ダメージを共有する。
・5ターンの間、仲間全員の攻撃力が50%になる。この効果は解除できない。","","","",""
"nordic_mage_costume_hermit","Ulmer C","","","・Deals 145% damage to all enemies.
・All allies get 48% attack for 6 turns. This effect can't be dispelled.","・敵全員に145%のダメージを与える。
・6ターンの間、仲間全員の攻撃力が48%になる。この効果は解除できない。","","","",""
"tribal_chief_costume_conqueror","Khagan C","","","・Deals 514% damage to the target.
・All allies get 12% mana generation for 5 turns.
・All allies get 46% defense for 5 turns.","・ターゲットに514%のダメージを与える。
・5ターンの間、仲間全員のマナ生成が12%になる。
・5ターンの間、仲間全員の防御力が46%になる。","","","",""
"nomad_axe_adventurer_costume_magma","Colen C","","","・Deals 240% damage to all enemies.
・All enemies receive 231 Burn damage over 3 turns.","・敵全員に240%のダメージを与える。
・3ターンの間、敵全員に231の燃焼ダメージを与える。","","","",""
"orc_warrior_costume_urukhai","Nashgar C","","","・Deals 260% damage to the target.
・The target receives 141 Burn damage over 3 turns.","・ターゲットに260%のダメージを与える。
・3ターンの間、ターゲットに141の燃焼ダメージを与える。","","","",""
"underworld_champion_costume_champion","Obakan C","","","・Deals 182% damage to all enemies.
・The caster and nearby allies counterattack with 85% of the damage received for 4 turns.","・敵全員に182%のダメージを与える。
・4ターンの間、術者と近くにいる仲間が受けたダメージの85%で反撃する。","","","",""
"oriental_falconer_costume_dodo","Chao C","","","・Deals 275% damage to the target.
・The caster steals generated mana of the target over 4 turns starting low and increasing every turn until on the last turn all the generated mana is stolen. This effect can't be cleansed, but it gets removed if the caster is defeated.","・ターゲットに275%のダメージを与える。
・術者がターゲットのマナを4ターンに渡って奪う。最初は少量しか奪えないが、ターン毎に奪える量が増え、生成されたすべてのマナを奪うまで続く。この効果は浄化不可だが、術者が倒れると消える。","","","",""
"oriental_monkey_captain_costume_warrior","Wu Kong C","","","・Deals 210% damage to all enemies.
・The caster gets -20% defense for 3 turns.","・敵全員に210%のダメージを与える。
・術者の防御力-20%(3ターン)","","","",""
"s2_poseidon_costume_slayer","Poseidon C","","","・Deals 480% damage to the target.
・All allies are immune to new status ailments for 3 turns. This effect can't be dispelled.","・ターゲットに480%のダメージを与える。
・3ターンに渡って、仲間全員が新たなステータス異常を無効化する。この効果は解除できない。","","","",""
"s2_ariel_costume_enchanter","Ariel C","","","・Boosts health of all allies by 520. Boosted health can exceed max HP.
・Cleanses status ailments from all allies.
・All allies receive a small amount of mana over 4 turns.","・仲間全員のHPを520回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・仲間全員のステータス異常を浄化する。
・4ターンに渡って、仲間全員が少量のマナを獲得する。","","","",""
"s2_cursed_samurai_costume_beetle","Kageburado C","・Dispels buffs from the target.","・ターゲットのバフを解除する。","・Dispels buffs from the target.
・Deals 320% damage to the target.
・The target is immune to new status effect buffs for 2 turns.
・The target gets -34% defense for 2 turns. This effect can't be cleansed.","・ターゲットのバフを解除する。
・ターゲットに320%のダメージを与える。
・2ターンの間、ターゲットに新しく追加されるステータス効果を付与するバフを無効化する。
・2ターンの間、ターゲットの防御力が-34%になる。この効果は浄化できない。","","","",""
"s2_ursena_costume_reef","Ursena C","","","・Deals 130% damage to all enemies.
・Deals 200% damage to enemies with more than 50% health remaining.
・All allies reflect all status effects and 115% damage back to the attacker and block other negative effects from enemies' [#f2e33a]Holy[#] Special Skills for 4 turns.
・All [##elementyellow]Holy[#] enemies get -54% defense against [#e290ff]Dark[#] for 4 turns.","・敵全員に130%のダメージを与える。
・敵の残りのライフが50%以上の場合、200%のダメージを与える。
・4ターンの間、仲間全員が、すべてのステータス効果とダメージの115%を攻撃者にを跳ね返す。さらに、[#f2e33a]聖属性[#]の敵の特殊スキルによって発生した、他のマイナスの効果を無効化する。
・4ターンの間、[##elementyellow]聖属性[#]の敵全員の[#e290ff]闇属性[#]に対する防御力が-54%になる。","","","",""
"easter_killhare_costume_farmer","Killhare C","","","・Deals 330% damage to all enemies.
・All allies except the caster get -20% attack for 3 turns.","・敵全員に330%のダメージを与える。
・術者以外の仲間全員の攻撃力が-20%になる(3ターン)","","","",""
"rabbit_blue_costume_riftbreaker","Master Lepus C","","","・Deals 280% damage to all enemies.
・The caster gets -24% mana generation for 4 turns. This effect can't be dispelled.","・敵全員に280%のダメージを与える。
・4ターンの間、術者のマナ生成が-24%になる。この効果は解除できない。","","","",""
"sand_queen_costume_surfer","Rana C","","","・Deals 185% damage to the target and nearby enemies.
・Cleanses status ailments from the caster and nearby allies.
・The target and nearby enemies receive 708 Water damage over 4 turns.
・The target and nearby enemies get 25% increase for any healing received for 4 turns.","・ターゲットと近くにいる敵に185%のダメージを与える。
・術者と近くにいる仲間のステータス異常を浄化する。
・4ターンの間、ターゲットと近くにいる敵に708の水ダメージを与える。
・4ターンの間、ターゲットと近くにいる敵の回復量が25%増加する。","","","",""
"sand_king_costume_lifeguard","Yunan C","","","・Deals 215% damage to all enemies.
・Cleanses status ailments from all allies.
・All enemies receive 835 Sand damage over 5 turns.
・All allies get 33% mana generation for 5 turns.","・敵全員に215%のダメージを与える。
・仲間全員のステータス異常を浄化する。
・5ターンの間、敵全員に835の砂ダメージを与える。
・5ターンの間、仲間全員のマナ生成が33%になる。","","","",""
"fire_god_doom_costume_avenger","Gravemaker C","","","・Deals 175% damage to all enemies.
・All enemies receive 542 Burn damage over 2 turns.
・[#ff9f81]Element Link[#] gives all [#ff9f81]Fire[#] allies 105% attack and 105% defense for 6 turns. This effect can't be dispelled.","・敵全員に175%のダメージを与える。
・2ターンの間、敵全員に542の燃焼ダメージを与える。
・6ターンの間、[#ff9f81]属性リンク[#]により、[#ff9f81]炎属性[#]の仲間全員の攻撃力が105%になり、防御力が105%になる。この効果は解除できない。","","","",""
"dark_god_seshat_costume_revenant","Seshat C","・Dispels buffs from the target and nearby enemies.

--- Passives ---

- Resist Burn -
This character has innate resistance against [#!]Burn[#].","・ターゲットと近くにいる敵のバフを解除する。

--- Passives ---

- 燃焼耐性 -
このキャラクターは[#!]燃焼[#]に対する耐性を最初から持つ","・Dispels buffs from the target and nearby enemies.
・Deals 420% damage to the target.
・[#e290ff]Element Link[#] gives 104% mana generation for all [#e290ff]Dark[#] allies for 4 turns. This effect can't be dispelled.
・The Replicator Minion generates a clone of itself every 17 turns.
・The Replicator Minion generates a clone of itself every 3 turns.
・The Replicator Minion generates a clone of itself every 3 turns.","・ターゲットと近くにいる敵のバフを解除する。
・ターゲットに420%のダメージを与える。
・4ターンの間、[#e290ff]属性リンク[#]によって、[#e290ff]闇属性[#]の仲間全員のマナ生成が104%増加する。この効果は解除できない。
・レプリケーターのミニオンは17ターン毎に、自らのクローンを生成する。
・レプリケーターのミニオンは3ターン毎に、自らのクローンを生成する。
・レプリケーターのミニオンは3ターン毎に、自らのクローンを生成する。","","","",""
"holy_god_drake_lee_costume_serene","Drake Fong C","","","・Deals 270% damage to the target and nearby enemies.
・The target and nearby enemies get -150% accuracy for 3 turns.
・[#f2e33a]Element Link[#] gives all [#f2e33a]Holy[#] allies 105% attack and 105% defense for 6 turns. This effect can't be dispelled.","・ターゲットと近くにいる敵に270%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵の命中率が-150%になる。
・6ターンの間、[#f2e33a]属性リンク[#]により、[#f2e33a]聖属性[#]の仲間全員の攻撃力が105%になり、防御力が105%になる。この効果は解除できない。","","","",""
"pirate_commodore_finley_costume_bleak","Finley C","","","・If the target has buffs and is hit, targets another enemy with buffs. If none of the other enemies have buffs, targets a random enemy. The damage is reduced on each consecutive hit. Each enemy can only be hit once.
・All allies get -56% defense for 3 turns.","・攻撃したターゲットにバフがかかっている場合、バフがかかっている他の敵にも攻撃が連鎖する。バフがかかっている敵がいない場合は、ランダムな敵1体を攻撃する。連続して攻撃するたびに、与えるダメージは減少する。それぞれの敵は1度しか攻撃できない。
・3ターンの間、仲間全員の防御力が-56%になる。","","","",""
"ice_god_athena_costume_wargoddess","Athena C","","","・Deals 320% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get 59% defense, and a further -4% decrease every time they are hit for 3 turns, down to 48% defense.
・All [##elementred]Fire[#] enemies get -34% defense against [#41d8fe]Ice[#] for 3 turns.
・[#41d8fe]Element Link[#] gives all [#41d8fe]Ice[#] allies 115% attack and 115% defense for 6 turns. This effect can't be dispelled.","・ターゲットに320%ダメージ、近くにいる敵に小ダメージを与える。
・3ターンの間、ターゲットと近くにいる敵の防御力が59%になる。さらに、攻撃を受けるたびに-4%ずつ減少する。最大48%まで。
・3ターンの間、全ての[##elementred]炎属性[#]の敵の[#41d8fe]氷属性[#]に対する防御力が-34%になる。
・6ターンの間、[#41d8fe]属性リンク[#]により、[#41d8fe]氷属性[#]の仲間全員の攻撃力が115%になり、防御力が115%になる。この効果は解除できない。","","","",""
