"hero_id","hero_name","passive_en","passive_ja","ss_en","ss_ja","extra_en_1","extra_ja_1","extra_en_2","extra_ja_2"
"halloween_vanda_costume_mafia","Vanda C","--- Passives ---

- Steal Buff -
When this character casts their Special Skill, they transfer the newest cleansable status ailment from themself to the target. If the Special Skill cannot target an enemy, a random enemy is chosen instead. If this character has no cleansable status ailments, they recover 50% health.","--- Passives ---

- バフ奪取 -
このキャラクターが特殊スキルを使用すると、自らに付与された、最も新しい浄化可能なステータス異常をターゲットに移行できる。特殊スキルが特定のターゲットを攻撃できない性質のものである場合は、ランダムな敵がターゲットとして選ばれる。このキャラクターに浄化可能なステータス異常が付与されていない場合は、HPが50%回復する。","・Deals 115% damage to all enemies.
・The caster steals 51% of any healing applied to all enemies for 3 turns.
・All allies are immune to new status ailments for 3 turns.","・敵全員に115%のダメージを与える。
・3ターンの間、術者が敵全員に適用されたあらゆる種類の回復の51%を盗む。
・3ターンの間、仲間全員が新たなステータス異常を受けない。","","","",""
"halloween_francine_costume_mafia","Francine C","--- Passives ---

- Steal Buff -
When this character casts their Special Skill, they transfer the newest cleansable status ailment from themself to the target. If the Special Skill cannot target an enemy, a random enemy is chosen instead. If this character has no cleansable status ailments, they recover 50% health.","--- Passives ---

- バフ奪取 -
このキャラクターが特殊スキルを使用すると、自らに付与された、最も新しい浄化可能なステータス異常をターゲットに移行できる。特殊スキルが特定のターゲットを攻撃できない性質のものである場合は、ランダムな敵がターゲットとして選ばれる。このキャラクターに浄化可能なステータス異常が付与されていない場合は、HPが50%回復する。","・Deals 225% damage to the target and nearby enemies.
・Cleanses status ailments from all allies at the end of each turn for 3 turns. This effect can't be dispelled.
・All [##elementblue]Ice[#] enemies get -54% defense against [#70e92f]Nature[#] for 3 turns.","・ターゲットと近くにいる敵に225%のダメージを与える。
・3ターン毎の、ターン終了時に仲間全員のステータス異常を浄化する。この効果は解除不可
・すべての[##elementblue]氷属性[#]の敵の、[#70e92f]自然属性[#]に対する防御力が-54%になる(3ターン)","","","",""
"halloween_frank_costume_mafia","Frank C","--- Passives ---

- Steal Buff -
When this character casts their Special Skill, they transfer the newest cleansable status ailment from themself to the target. If the Special Skill cannot target an enemy, a random enemy is chosen instead. If this character has no cleansable status ailments, they recover 50% health.","--- Passives ---

- バフ奪取 -
このキャラクターが特殊スキルを使用すると、自らに付与された、最も新しい浄化可能なステータス異常をターゲットに移行できる。特殊スキルが特定のターゲットを攻撃できない性質のものである場合は、ランダムな敵がターゲットとして選ばれる。このキャラクターに浄化可能なステータス異常が付与されていない場合は、HPが50%回復する。","・Deals 170% damage to all enemies.
・The damage is increased by 45% per each defeated enemy.
・[#!]Wither:[#] All enemies get 0 attack.
・[#!]Stack (Max: 0.2):[#] All enemies receive 20 Frost damage at the end of each turn.
・[#!]Stack (Max: -100):[#] All enemies get -4% mana generation","・敵全員に170%のダメージを与える。
・敵1体が倒れる度に、攻撃力が45%増加する。
・[#!]弱化：[#]敵全員の攻撃力が0減少する。
・[#!]累積効果（最大：0.2）：[#]毎ターンの最後に、敵全員に20のフロストダメージを与える。
・[#!]累積効果(最大：-100)：[#]敵全員のマナ生成が-4%になる。","","","",""
"christmas_mrs_claus_costume_fangirl","Mother North C","","","・Each defeated ally has a 55% chance to get revived with 1% HP.
・All allies regenerate 720 HP over 4 turns. This effect can't be dispelled.
・Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.
・Summons an Elf Minion for each ally with 5% HP and 10% attack inherited from the caster.","・55%の確率で、倒れた仲間が最大HPの1%を有した状態で復活する。
・仲間全員のHPが720回復(4ターン)。この効果は解除不可
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの10%と攻撃力の10%を持つ。
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの5%と攻撃力の10%を持つ。","","","",""
"christmas_santa_costume_metal","Santa Claus C","","","・Deals 150% damage to all enemies.
・All enemies get -24% attack for 4 turns. This effect can't be cleansed.
・All enemies get -54% defense for 4 turns. This effect can't be dispelled.
・Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.
・Summons an Elf Minion for each ally with 5% HP and 10% attack inherited from the caster.","・敵全員に150%のダメージを与える。
・4ターンの間、敵全員の攻撃力が-24%になる。この効果は浄化不可。
・4ターンの間、敵全員の防御力が-54%になる。この効果は解除できない。
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの10%と攻撃力の10%を持つ。
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの5%と攻撃力の10%を持つ。","","","",""
"christmas_krampus_costume_eager_devil","Krampus C","","","・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 3 turns. This effect can't be dispelled.
・The caster gets 30% defense for 3 turns.
・All allies get 145% attack, and a further 20% increase every time they are hit during 3 turns, up to 40% attack.
・Summons an Elf Minion for each ally with 10% HP and 10% attack inherited from the caster.
・Summons an Elf Minion for each ally with 5% HP and 10% attack inherited from the caster.","・3ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。この効果は解除できない。
・術者の防御力30%(3ターン)
・仲間全員の攻撃力が145%になる。さらに、3ターンの間、攻撃を受ける度に20%ずつ増加する。最大40%まで。
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの10%と攻撃力の10%を持つ。
・仲間全員にエルフミニオンをサモンする。エルフミニオンは、術者のHPの5%と攻撃力の10%を持つ。","","","",""
"rabbit_green_costume_egg_hunter","Jack O'Hare C","","","・The attack chains through all the enemies who are adjacent to any hit enemy.
・All allies except the caster get -20% attack for 3 turns.","・この攻撃は、攻撃した敵のすぐ隣にいる敵全員に連鎖する。
・術者以外の仲間全員の攻撃力が-20%になる(3ターン)","","","",""
"s2_fox_girl_costume_white_kitsune","Inari C","","","・Deals 210% damage to all enemies.
・All enemies get -140% accuracy for 3 turns.
・Summons a Sakura Fox Minion for the caster and nearby allies. Sakura Fox Minion has 12% HP and 30% attack inherited from the caster. The Minion adds 6.2% mana to its owner at the end of each turn.
・Summons a Sakura Fox Minion for the caster and nearby allies. Sakura Fox Minion has 5% HP and 30% attack inherited from the caster. The Minion adds 6.2% mana to its owner at the end of each turn.
・Summons a Sakura Fox Minion for the caster and nearby allies. Sakura Fox Minion has 5% HP and 30% attack inherited from the caster. The Minion adds 6.2% mana to its owner at the end of each turn.","・敵全員に210%のダメージを与える。
・3ターンの間、敵全員の命中率が-140%になる。
・術者と近くにいる仲間に、サクラフォックスのミニオンをサモンする。サクラフォックスのミニオンは、術者のHPの12%と攻撃力の30%を持つ。毎ターンの最後に、所有者のマナを6.2%増加させる。
・術者と近くにいる仲間に、サクラフォックスのミニオンをサモンする。サクラフォックスのミニオンは、術者のHPの5%と攻撃力の30%を持つ。毎ターンの最後に、所有者のマナを6.2%増加させる。
・術者と近くにいる仲間に、サクラフォックスのミニオンをサモンする。サクラフォックスのミニオンは、術者のHPの5%と攻撃力の30%を持つ。毎ターンの最後に、所有者のマナを6.2%増加させる。","Chance to miss also applies to offensive Special Skills.","特殊スキルが不発に終わる可能性は、攻撃系の特殊スキルに対しても適用される。","",""
"s2_rugged_fisherman_costume_sake_master","Wilbur C","","","・All allies get 100% normal attack for 4 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of 140% increased power while this effect is active.
・All allies regenerate 392 HP over 4 turns. This effect can't be dispelled.","・4ターンの間、仲間全員の通常攻撃が100%になる。この効果は、通常攻撃を変化させる一般的な効果とは別に有効化することができる。この効果が有効な間、通常攻撃は最大で140%まで増加できる。
・仲間全員のHPが392回復(4ターン)。この効果は解除不可","","","",""
"s2_atlantean_robot_costume_sentinel","Gadeirus C","","","・Deals 130% damage to all enemies.
・All allies get 48% attack for 4 turns.
・All allies regenerate 680 HP over 4 turns. This effect can't be dispelled.","・敵全員に130%のダメージを与える。
・4ターンの間、仲間全員の攻撃力が48%になる。
・仲間全員のHPが680回復(4ターン)。この効果は解除不可","","","",""
"s2_ghost_woman_costume_yurei","Ameonna C","","","・Casts [#!]Full Removal[#] on the caster.
・The caster shifts into Ghost form for 4 turns.
・All allies except the caster get 44% defense for 44 turns. This effect can't be cleansed.
・While in Ghost form, all allies except the caster regenerate 40 HP every turn.","・[#!]完全解除[#]を術者にかける。
・4ターンの間、術者がゴースト形態になる。
・44ターンの間、術者以外の仲間全員の防御力が44%になる。この効果は浄化できない。
・ゴースト形態の間、ターン毎に術者以外の仲間全員のHPが40回復する。","[#!]Full Removal[#] removes all status effects, stacks and [#!]Growth[#] and [#!]Wither[#] effects. Removes even status effects and stacks that are otherwise undispellable or uncleansable.","[#!]完全解除[#]はターゲットのすべてのステータス効果や累積効果、[#!]成長[#]と[#!]弱化[#]効果を解除する。これには、解除・浄化不可のステータス効果および累積効果も含まれる。","",""
"s2_merman_costume_leutenant","Mnesseus C","","","・Deals 320% damage to the target.
・Cleanses status ailments from all allies.","・ターゲットに320%のダメージを与える。
・仲間全員のステータス異常を浄化する。","","","",""
"s2_merwoman_costume_emissary","Melia C","","","・Deals 120% damage to all enemies.
・All enemies get -125% accuracy for 3 turns.","・敵全員に120%のダメージを与える。
・3ターンの間、敵全員の命中率が-125%になる。","Chance to miss also applies to offensive Special Skills.","特殊スキルが不発に終わる可能性は、攻撃系の特殊スキルに対しても適用される。","",""
"sand_roc_costume_juice","Roc C","","","・Dispels buffs from all enemies.
・All enemies receive 800 Sand damage over 4 turns.
・All enemies get -44% defense for 3 turns. This effect can't be dispelled.","・敵全員のバフを解除する。
・4ターンの間、敵全員に800の砂ダメージを与える。
・3ターンの間、敵全員の防御力が-44%になる。この効果は解除できない。","","","",""
"s3_skadi_costume_ravager","Skadi C","","","・Deals 320% damage to the target and nearby enemies.
・The damage is increased by 35% per each defeated enemy.
・[#!]Wither:[#] All enemies get 0 attack.
・[#!]Stack (Max: 0.4):[#] All enemies receive 54 Frost damage at the end of each turn.
・[#!]Stack (Max: -100):[#] All enemies get -7% mana generation","・ターゲットと近くにいる敵に320%のダメージを与える。
・敵1体が倒れる度に、攻撃力が35%増加する。
・[#!]弱化：[#]敵全員の攻撃力が0減少する。
・[#!]累積効果（最大：0.4）：[#]毎ターンの最後に、敵全員に54のフロストダメージを与える。
・[#!]累積効果(最大：-100)：[#]敵全員のマナ生成が-7%になる。","","","",""
"s3_baldur_costume_fiery","Baldur C","","","・Deals 400% damage to the target.
・Boosts health of the caster by 160. Boosted health can exceed max HP.
・All allies resist mana reduction for as long as the caster has boosted health. This effect can't be dispelled.
・Deals 185% damage to a random enemy at the end of each turn for as long as the caster has boosted health. This effect can't be dispelled.","・ターゲットに400%のダメージを与える。
・術者のライフを160回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・術者のライフが回復している間、仲間全員がマナ奪取に対して耐性を持つ。この効果は解除できない。
・術者のHPが回復している間、ランダムな敵1体に毎ターン終了時に185%のダメージを与える。この効果は解除できない。","Targetable means characters that aren't defeated, ghosts, or affected by invisibility, abyss, or any similar effect.","「ターゲット可能」とは、戦闘不能になっていないキャラクターやゴーストではないユニット、不可視や奈落の底といった効果を受けていないユニットを意味する。","",""
"s3_sif_costume_golden","Sif C","","","・Increases the mana of the caster and nearby allies by 2%.
・The caster and nearby allies counterattack with 125% of the damage received for 4 turns. This effect cannot be dispelled.
・The caster and nearby allies reduce all received damage by -102% for 4 turns.","・術者と近くにいる仲間のマナが2%増加する。
・4ターンの間、術者と付近の仲間が受けたダメージの125%で反撃する。この効果は解除できない。
・4ターンの間、術者と近くにいる仲間の受けるダメージが-102%になる。","","","",""
"s3_gefjon_costume_wilderness","Gefjon C","","","・Deals 335% damage to the target and nearby enemies.
・Destroys all Minions from the target and nearby enemies. This effect damages Mega Minions.","・ターゲットと近くにいる敵に335%のダメージを与える。
・ターゲットと近くにいる敵のミニオンをすべて撃破する。この効果はメガミニオンにもダメージを与える。","","","",""
"s3_freya_costume_witch","Freya C","","","・All allies get 36% chance to dodge Special Skills that deal damage for 4 turns.
・Summons a Raven Minion for each ally with 25% HP and 15% attack inherited from the caster.

・Raven Minion gives 15% attack to all its owner's other Minions.
・Summons a Raven Minion for each ally with 5% HP and 15% attack inherited from the caster.
[*]Raven Minion gives 280% attack to all its owner's other Minions.
・Summons a Raven Minion for each ally with 5% HP and 15% attack inherited from the caster.
[*]Raven Minion gives 15% attack to all its owner's other Minions.","・4ターンの間、仲間全員が36%の確率で攻撃系の特殊スキルを回避する。
・仲間全員にレイヴンミニオンをサモンする。レイヴンミニオンは、術者のHPの25%と攻撃力の15%を持つ。

・レイヴンミニオンは、所有者が保有する全てのミニオンの攻撃力を15%増加させる。
・仲間全員にレイヴンミニオンをサモンする。レイヴンミニオンは、術者のHPの5%と攻撃力の15%を持つ。
[*]レイヴンミニオンは、所有者が保有する全てのミニオンの攻撃力を280%増加させる。
・仲間全員にレイヴンミニオンをサモンする。レイヴンミニオンは、術者のHPの5%と攻撃力の15%を持つ。
[*]レイヴンミニオンは、所有者が保有する全てのミニオンの攻撃力を15%増加させる。","","","",""
"s3_heimdall_costume_dreaded","Heimdall C","","","・Each defeated ally has a 50% chance to get revived with 20% HP.
・All allies get 50% attack for 4 turns.
・All allies regenerate 784 HP over 4 turns. This effect can't be dispelled.","・50%の確率で、倒れた仲間が最大HPの20%を有した状態で復活する。
・4ターンの間、仲間全員の攻撃力が50%になる。
・仲間全員のHPが784回復(4ターン)。この効果は解除不可","","","",""
"s3_gullinbursti_costume_toxic","Gullinbursti C","","","・All allies regenerate 680 HP over 4 turns. This effect can't be dispelled.
・The caster gets 135% attack, and a further 0.1% increase every time they or any of their allies are hit during 4 turns, up to 96% attack. When the effect ends, all enemies receive 15 damage. Each hit on the caster or their allies during the duration increases the damage by 2.5 to a maximum of 2.5 damage.","・仲間全員のHPが680回復(4ターン)。この効果は解除不可
・術者の攻撃力が135%になる。4ターンの間、術者または仲間が攻撃を受けるたびに、術者の攻撃力はさらに0.1%ずつ増加する（最大96%まで）。この効果終了時に、敵全員が15ダメージを受ける。この効果が有効な間は、術者または仲間が攻撃されるたびに、敵に与えるダメージが2.5を上限に2.5ずつ増加する。","","","",""
"s3_sumle_costume_unhallowed","Sumle C","","","・Deals 365% damage to the target and nearby enemies.
・The damage is increased by 25% per each defeated enemy.","・ターゲットと近くにいる敵に365%のダメージを与える。
・敵1体が倒れる度に、攻撃力が25%増加する。","","","",""
"s3_kvasir_costume_captain","Kvasir C","","","・Summons a Bee Minion for each ally. The Bee Minion inherits 18% HP and 8% attack from the caster.

Each hit from a Bee Minion gives the target the following status ailments:
・Summons a Bee Minion for each ally. The Bee Minion inherits 5% HP and 15% attack from the caster.

Each hit from a Bee Minion gives the target the following status ailments:
・Summons a Bee Minion for each ally. The Bee Minion inherits 5% HP and 15% attack from the caster.

Each hit from a Bee Minion gives the target the following status ailments:","・仲間全員にハチミニオンをサモンする。ハチミニオンは、術者のHPの18%と攻撃力の8%を持つ。

ハチミニオンの各攻撃は、ターゲットに以下のステータス異常を与える:
・仲間全員にハチミニオンをサモンする。ハチミニオンは、術者のHPの5%と攻撃力の15%を持つ。

ハチミニオンの各攻撃は、ターゲットに以下のステータス異常を与える:
・仲間全員にハチミニオンをサモンする。ハチミニオンは、術者のHPの5%と攻撃力の15%を持つ。

ハチミニオンの各攻撃は、ターゲットに以下のステータス異常を与える:","","","",""
"s3_bjorn_costume_viking","Bjorn C","","","・Deals 100% damage to hit targets.
・Cleanses status ailments from all allies at the end of each turn for 3 turns. This effect can't be dispelled.
・[#!]Growth:[#] All allies get -98.4 attack.","・攻撃したターゲットに100%のダメージを与える。
・3ターン毎の、ターン終了時に仲間全員のステータス異常を浄化する。この効果は解除不可
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。","This effect targets the same enemy as the first hit if there are no other valid targets.","有効な他のターゲットがいない場合、最初の攻撃を受けた敵をもう一度攻撃する。","",""
"nomad_female_berserker_costume_sorceress","Kelile C2","","","・Deals 220% damage to the target and nearby enemies.
・The target and nearby enemies receive 207 Burn damage over 3 turns. The caster absorbs 30% of dealt Burn damage as health.","・ターゲットと近くにいる敵に220%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に207の燃焼ダメージを与える。術者は、燃焼ダメージで与えたダメージの30%を回復する。","","","",""
"forest_male_elf_costume_king","Elkanen C2","","","・Deals 230% damage to all enemies.
・All enemies get 50% increase for any healing received for 3 turns. This effect can't be dispelled.","・敵全員に230%のダメージを与える。
・3ターンの間、敵全員の回復量が50%になる。この効果は解除できない。","","","",""
"nordic_ice_enchantress_costume_ruler","Isarnia C2","","","・Deals 270% damage to all enemies.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies get -34% attack for 4 turns. This effect can't be cleansed.","・敵全員に270%のダメージを与える。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・4ターンの間、敵全員の攻撃力が-34%になる。この効果は浄化不可。","","","",""
"underworld_champion_costume_vampire","Obakan C2","","","・Deals 260% damage to the target and nearby enemies.
・The caster and nearby allies counterattack with 95% of the damage received for 3 turns. This effect cannot be dispelled.
・The caster and nearby allies regenerate a small amount of mana for each counterattack for 3 turns. The effect gets diminished for consecutive activations during the same turn.","・ターゲットと近くにいる敵に260%のダメージを与える。
・3ターンの間、術者と付近の仲間が受けたダメージの95%で反撃する。この効果は解除できない。
・3ターンの間、術者と近くにいる仲間が反撃するたびに、少量のマナを生成する。同じターン中に連続して実行した場合、効果は減少する。","","","",""
"oriental_enchanted_monk_costume_stoneguard","Joon C2","","","・Deals 260% damage to the target and nearby enemies.
・The target and nearby enemies receive 300 Burn damage over 3 turns. This effect can't be cleansed.
・The target and nearby enemies get -135% accuracy for 3 turns.","・ターゲットと近くにいる敵に260%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵に300の燃焼ダメージを与える。この効果は浄化できない。
・3ターンの間、ターゲットと近くにいる敵の命中率が-135%になる。","Chance to miss also applies to offensive Special Skills.","特殊スキルが不発に終わる可能性は、攻撃系の特殊スキルに対しても適用される。","",""
"exalted_warrior_costume_underworld","Magni C2","","","・Deals 285% damage to the target and nearby enemies.
・The target and nearby enemies get -103% defense against Special Skills for 4 turns.","・ターゲットと近くにいる敵に285%のダメージを与える。
・4ターンの間、ターゲットと近くにいる敵の特殊スキルに対する防御力が-103%になる。","","","",""
"tribal_chief_costume_leopard","Khagan C2","","","・Deals 285% damage to all enemies.
・All allies receive a small amount of mana over 5 turns.
・All allies get 40% defense for 5 turns. This effect can't be dispelled.","・敵全員に285%のダメージを与える。
・5ターンに渡って、仲間全員が少量のマナを獲得する。
・5ターンの間、仲間全員の防御力が40%になる。この効果は解除できない。","","","",""
"exalted_female_statue_costume_thorns","Justice C2","","","・Deals 300% damage to all enemies.
・The damage is increased by 45% per each defeated enemy.
・All enemies get -140% accuracy for 3 turns.","・敵全員に300%のダメージを与える。
・敵1体が倒れる度に、攻撃力が45%増加する。
・3ターンの間、敵全員の命中率が-140%になる。","Chance to miss also applies to offensive Special Skills.","特殊スキルが不発に終わる可能性は、攻撃系の特殊スキルに対しても適用される。","",""
"magitech_sniper_costume_undead","Domitia C2","","","・Deals 335% damage to the target and nearby enemies.
・[#!]Growth:[#] All allies get -98.4 attack.
・The target and nearby enemies get -64% defense against [#e290ff]Dark[#] for 4 turns.","・ターゲットと近くにいる敵に335%のダメージを与える。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・ターゲットと近くにいる敵の[#e290ff]闇属性[#]への防御力が-64%になる(4ターン)","","","",""
"forest_titan_costume_nightmare","Horghall C2","","","・Deals 260% damage to all enemies.
・All enemies get 69% attack, and a further -4% decrease every time they are hit during 4 turns, down to 40% attack.
・All enemies get -24% defense for 4 turns. This effect can't be dispelled.
・All enemies receive 284 Poison damage over 4 turns.","・敵全員に260%のダメージを与える。
・敵全員の攻撃力が69%になる。さらに、4ターンの間、攻撃を受ける度に-4%ずつ減少する。最大40%まで。
・4ターンの間、敵全員の防御力が-24%になる。この効果は解除できない。
・4ターンの間、敵全員に284の毒ダメージを与える。","","","",""
"oriental_warrior_king_costume_mage","Leonidas C2","","","・Deals 240% damage to all enemies.
・Reduces the mana of all enemies by -10%.
・[#!]Growth:[#] All allies get -98.4 attack.
・All enemies get -34% defense for 3 turns. This effect can't be dispelled.","・敵全員に240%のダメージを与える。
・敵全員のマナが-10%減少する。
・[#!]成長：[#]仲間全員の攻撃力が-98.4増加する。
・3ターンの間、敵全員の防御力が-34%になる。この効果は解除できない。","Targetable means characters that aren't defeated, ghosts, or affected by invisibility, abyss, or any similar effect.","「ターゲット可能」とは、戦闘不能になっていないキャラクターやゴーストではないユニット、不可視や奈落の底といった効果を受けていないユニットを意味する。","",""
"oriental_female_mystic_costume_scribe","Vivica C2","","","・Boosts health of all allies by 670. Boosted health can exceed max HP.
・Dispels buffs from all enemies.
・All enemies get -39% attack for 4 turns. This effect can't be cleansed.","・仲間全員のHPを670回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・敵全員のバフを解除する。
・4ターンの間、敵全員の攻撃力が-39%になる。この効果は浄化不可。","","","",""
"cultist_inventor_costume_love_doctor","Quintus C2","","","・Deals 300% damage to the target and nearby enemies.
・The target and nearby enemies automatically cast [#!]Mindless Attack[#] on a random ally when mana is full at the start of a turn during 4 turns.","・ターゲットと近くにいる敵に300%のダメージを与える。
・4ターンの間、マナが満タンの場合に限り、ターゲットと近くにいる敵が自動的に[#!]マインドレスアタック[#]をランダムな仲間に放つ。","","","",""
"dwarwen_brewmaster_costume_wood_carver","Kiril C2","","","・Boosts health of all allies by 400. Boosted health can exceed max HP.
・All allies get 30% defense for 3 turns. This effect can't be dispelled.
・All enemies get -34% attack for 3 turns. This effect can't be cleansed.","・仲間全員のHPを400回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・3ターンの間、仲間全員の防御力が30%になる。この効果は解除できない。
・3ターンの間、敵全員の攻撃力が-34%になる。この効果は浄化不可。","","","",""
"elven_captain_costume_cavalier","Caedmon C2","","","・Deals 275% damage to the target and nearby enemies.
・Dispels buffs from the target and nearby enemies.
・The target and nearby enemies are immune to new status effect buffs for 3 turns.","・ターゲットと近くにいる敵に275%のダメージを与える。
・ターゲットと近くにいる敵のバフを解除する。
・3ターンの間、ターゲットと近くにいる敵に新しく追加されるステータス効果を付与するバフを無効化する。","","","",""
"oriental_female_templar_costume_fireworks","Li Xiu C2","","","・Deals 270% damage to the target and nearby enemies.
・The target and nearby enemies get silenced for 3 turns.","・ターゲットと近くにいる敵に270%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵を沈黙状態にする。","","","",""
"undead_captain_warrior_costume_reveller","Cyprian C2","","","・The caster and nearby allies counterattack with 80% of the damage received for 4 turns. This effect cannot be dispelled.
・The caster and nearby allies regenerate a small amount of mana for each counterattack for 4 turns. The effect gets diminished for consecutive activations during the same turn.
・The caster and nearby allies reduce all received damage by -102% for 4 turns.","・4ターンの間、術者と付近の仲間が受けたダメージの80%で反撃する。この効果は解除できない。
・4ターンの間、術者と近くにいる仲間が反撃するたびに、少量のマナを生成する。同じターン中に連続して実行した場合、効果は減少する。
・4ターンの間、術者と近くにいる仲間の受けるダメージが-102%になる。","","","",""
"guardian_gazelle_costume_bandalore","Guardian Gazelle C","","","","","","","",""
"guardian_jackal_assassin_costume_bones","Guardian Jackal C","","","・Deals 280% damage to the target.
・The caster and nearby allies get 94% defense against [#e290ff]Dark[#] for 3 turns.","・ターゲットに280%のダメージを与える。
・術者と近くにいる仲間の[#e290ff]闇属性[#]への防御力が94%になる(3ターン)","","","",""
"knights_guinevere_costume_rider","Guinevere C","","","・Reduces the mana of the target and nearby enemies by 2%.
・Recovers 1% health for all allies.
・All allies reflect all status effects and 115% damage back to the attacker and block other negative effects from enemies' [##elementpurple]Dark[#] Special Skills for 4 turns.","・ターゲットと近くにいる敵のマナが2%減少する。
・仲間全員のHPを1%回復する。
・4ターンの間、仲間全員がすべてのステータス効果を跳ね返す。さらに、[##elementpurple]闇属性[#]の敵の特殊スキルによって発生した、その他のマイナスの影響を無効にし、ダメージの115%を攻撃者に跳ね返す。","Targetable means characters that aren't defeated, ghosts, or affected by invisibility, abyss, or any similar effect.","「ターゲット可能」とは、戦闘不能になっていないキャラクターやゴーストではないユニット、不可視や奈落の底といった効果を受けていないユニットを意味する。","Status effects cast by characters, Minions and Fiends on the same side cannot be reflected.","同じチームのキャラクター、ミニオン、フィエンドが特殊スキルを使用して敵にステータス効果を付与した場合、敵はこれらの効果を跳ね返すことができない。"
"knights_merlin_costume_astrology","Merlin C","","","・Deals 210% damage to the target and nearby enemies.
・The more mana the enemies have, the more damage they will receive, up to 60%.
・The target automatically casts [#!]Mindless Attack[#] on a random ally when mana is full at the start of a turn during 3 turns.","・ターゲットと近くにいる敵に210%のダメージを与える。
・敵が所有するマナが多いほど、与えるダメージが増加する。最大で60%になる。
・3ターンの間、マナが満タンの場合に限り、ターン開始時にターゲットが自動的に[#!]マインドレスアタック[#]をランダムな仲間に放つ。","","","",""
"nomad_female_archer","Sharan","","","・Recovers 27% health for all allies.","・仲間全員のライフを27%回復する。","","","",""
"nomad_scout","Tudan","","","","","","","",""
"trainer_red_common","trainer_red_common","","","・Deals 150% damage to the target.","・ターゲットに150%のダメージを与える。","","","",""
"nomad_female_thief","Jill","","","","","","","",""
"nomad_fighter","Farid","","","・Deals 115% damage to all enemies.","・敵全員に115%のダメージを与える。","","","",""
"nomad_shaman","Shaarkot","","","","","","","",""
"orc_skirmisher","Zudak","","","・Deals 200% damage to the target and minor damage to nearby enemies.","・ターゲットに200%ダメージ、近くにいる敵に小ダメージを与える。","","","",""
"trainer_red_uncommon","trainer_red_uncommon","","","・Deals 150% damage to the target.","・ターゲットに150%のダメージを与える。","","","",""
"nomad_female_shaman","Hawkmoon","","","・Recovers 32% health for all allies.","・仲間全員のライフを32%回復する。","","","",""
"nomad_female_swordmaster","Azar","","","・Deals 280% damage to the target.
・Reduces the mana of the target by -25%.","・ターゲットに280%のダメージを与える。
・ターゲットのマナが-25%減少する。","Targetable means characters that aren't defeated, ghosts, or affected by invisibility, abyss, or any similar effect.","「ターゲット可能」とは、戦闘不能になっていないキャラクターやゴーストではないユニット、不可視や奈落の底といった効果を受けていないユニットを意味する。","",""
"nomad_mage","Jahangir","","","・Deals 145% damage to all enemies.
・All enemies receive 132 Burn damage over 6 turns. This effect can't be cleansed.","・敵全員に145%のダメージを与える。
・6ターンの間、敵全員に132の燃焼ダメージを与える。この効果は浄化できない。","","","",""
"orc_warrior","Nashgar","","","・Deals 290% damage to the target.
・The target receives 138 Burn damage over 6 turns. This effect can't be cleansed.","・ターゲットに290%のダメージを与える。
・6ターンの間、ターゲットに138の燃焼ダメージを与える。この効果は浄化できない。","","","",""
"trainer_red_rare","trainer_red_rare","","","・Deals 150% damage to the target.","・ターゲットに150%のダメージを与える。","","","",""
"nomad_axe_adventurer","Colen","","","・Deals 180% damage to all enemies.
・All enemies receive 390 Burn damage over 6 turns. This effect can't be cleansed.","・敵全員に180%のダメージを与える。
・6ターンの間、敵全員に390の燃焼ダメージを与える。この効果は浄化できない。","","","",""
"nomad_female_assassin","Scarlett","","","・Deals 215% damage to the target and minor damage to nearby enemies.
・The target and nearby enemies get -34% attack for 6 turns.","・ターゲットに215%ダメージ、近くにいる敵に小ダメージを与える。
・6ターンの間、ターゲットと近くにいる敵の攻撃力が-34%になる。","","","",""
"nomad_female_berserker","Kelile","","","・Deals 320% damage to the target.
・The target receives 426 Burn damage over 6 turns. This effect can't be cleansed.","・ターゲットに320%のダメージを与える。
・6ターンの間、ターゲットに426の燃焼ダメージを与える。この効果は浄化できない。","","","",""
